country,iso_code,date,total_vaccinations,people_vaccinated,people_fully_vaccinated,daily_vaccinations_raw,daily_vaccinations,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,daily_vaccinations_per_million,vaccines,source_name,source_website
Cyprus,CYP,1/31/2021,,,,,1102,,,,1258,Pfizer/BioNTech,Government of Cyprus,"https://www.pio.gov.cy/coronavirus/uploads/27022021--%CE%9E%CE%B5%CF%80%CE%AD%CF%81%CE%B1%CF%83%CE%B1%CE%BD%20%CF%84%CE%B9%CF%82%2076,000%20%CE%BF%CE%B9%20%CE%B5%CE%BC%CE%B2%CE%BF%CE%BB%CE%B9%CE%B1%CF%83%CE%BC%CE%BF%CE%AF%20%CE%BA%CE%B1%CF%84%CE%AC%20%CF%84%CE%B7%CF%82%20COVID-19.pdf"
Cyprus,CYP,2/1/2021,,,,,1093,,,,1248,Pfizer/BioNTech,Government of Cyprus,"https://www.pio.gov.cy/coronavirus/uploads/27022021--%CE%9E%CE%B5%CF%80%CE%AD%CF%81%CE%B1%CF%83%CE%B1%CE%BD%20%CF%84%CE%B9%CF%82%2076,000%20%CE%BF%CE%B9%20%CE%B5%CE%BC%CE%B2%CE%BF%CE%BB%CE%B9%CE%B1%CF%83%CE%BC%CE%BF%CE%AF%20%CE%BA%CE%B1%CF%84%CE%AC%20%CF%84%CE%B7%CF%82%20COVID-19.pdf"
Cyprus,CYP,2/2/2021,,,,,1083,,,,1236,Pfizer/BioNTech,Government of Cyprus,"https://www.pio.gov.cy/coronavirus/uploads/27022021--%CE%9E%CE%B5%CF%80%CE%AD%CF%81%CE%B1%CF%83%CE%B1%CE%BD%20%CF%84%CE%B9%CF%82%2076,000%20%CE%BF%CE%B9%20%CE%B5%CE%BC%CE%B2%CE%BF%CE%BB%CE%B9%CE%B1%CF%83%CE%BC%CE%BF%CE%AF%20%CE%BA%CE%B1%CF%84%CE%AC%20%CF%84%CE%B7%CF%82%20COVID-19.pdf"
Cyprus,CYP,2/3/2021,,,,,1074,,,,1226,Pfizer/BioNTech,Government of Cyprus,"https://www.pio.gov.cy/coronavirus/uploads/27022021--%CE%9E%CE%B5%CF%80%CE%AD%CF%81%CE%B1%CF%83%CE%B1%CE%BD%20%CF%84%CE%B9%CF%82%2076,000%20%CE%BF%CE%B9%20%CE%B5%CE%BC%CE%B2%CE%BF%CE%BB%CE%B9%CE%B1%CF%83%CE%BC%CE%BF%CE%AF%20%CE%BA%CE%B1%CF%84%CE%AC%20%CF%84%CE%B7%CF%82%20COVID-19.pdf"
Cyprus,CYP,2/4/2021,,,,,1064,,,,1215,Pfizer/BioNTech,Government of Cyprus,"https://www.pio.gov.cy/coronavirus/uploads/27022021--%CE%9E%CE%B5%CF%80%CE%AD%CF%81%CE%B1%CF%83%CE%B1%CE%BD%20%CF%84%CE%B9%CF%82%2076,000%20%CE%BF%CE%B9%20%CE%B5%CE%BC%CE%B2%CE%BF%CE%BB%CE%B9%CE%B1%CF%83%CE%BC%CE%BF%CE%AF%20%CE%BA%CE%B1%CF%84%CE%AC%20%CF%84%CE%B7%CF%82%20COVID-19.pdf"
Cyprus,CYP,2/5/2021,,,,,1055,,,,1204,Pfizer/BioNTech,Government of Cyprus,"https://www.pio.gov.cy/coronavirus/uploads/27022021--%CE%9E%CE%B5%CF%80%CE%AD%CF%81%CE%B1%CF%83%CE%B1%CE%BD%20%CF%84%CE%B9%CF%82%2076,000%20%CE%BF%CE%B9%20%CE%B5%CE%BC%CE%B2%CE%BF%CE%BB%CE%B9%CE%B1%CF%83%CE%BC%CE%BF%CE%AF%20%CE%BA%CE%B1%CF%84%CE%AC%20%CF%84%CE%B7%CF%82%20COVID-19.pdf"
Cyprus,CYP,2/6/2021,32837,22813,10024,,1045,3.75,2.6,1.14,1193,Pfizer/BioNTech,Government of Cyprus,"https://www.pio.gov.cy/coronavirus/uploads/27022021--%CE%9E%CE%B5%CF%80%CE%AD%CF%81%CE%B1%CF%83%CE%B1%CE%BD%20%CF%84%CE%B9%CF%82%2076,000%20%CE%BF%CE%B9%20%CE%B5%CE%BC%CE%B2%CE%BF%CE%BB%CE%B9%CE%B1%CF%83%CE%BC%CE%BF%CE%AF%20%CE%BA%CE%B1%CF%84%CE%AC%20%CF%84%CE%B7%CF%82%20COVID-19.pdf"
Cyprus,CYP,2/7/2021,,,,,1133,,,,1294,Pfizer/BioNTech,Government of Cyprus,"https://www.pio.gov.cy/coronavirus/uploads/27022021--%CE%9E%CE%B5%CF%80%CE%AD%CF%81%CE%B1%CF%83%CE%B1%CE%BD%20%CF%84%CE%B9%CF%82%2076,000%20%CE%BF%CE%B9%20%CE%B5%CE%BC%CE%B2%CE%BF%CE%BB%CE%B9%CE%B1%CF%83%CE%BC%CE%BF%CE%AF%20%CE%BA%CE%B1%CF%84%CE%AC%20%CF%84%CE%B7%CF%82%20COVID-19.pdf"
Cyprus,CYP,2/8/2021,,,,,1220,,,,1393,Pfizer/BioNTech,Government of Cyprus,"https://www.pio.gov.cy/coronavirus/uploads/27022021--%CE%9E%CE%B5%CF%80%CE%AD%CF%81%CE%B1%CF%83%CE%B1%CE%BD%20%CF%84%CE%B9%CF%82%2076,000%20%CE%BF%CE%B9%20%CE%B5%CE%BC%CE%B2%CE%BF%CE%BB%CE%B9%CE%B1%CF%83%CE%BC%CE%BF%CE%AF%20%CE%BA%CE%B1%CF%84%CE%AC%20%CF%84%CE%B7%CF%82%20COVID-19.pdf"
Cyprus,CYP,2/9/2021,,,,,1307,,,,1492,Pfizer/BioNTech,Government of Cyprus,"https://www.pio.gov.cy/coronavirus/uploads/27022021--%CE%9E%CE%B5%CF%80%CE%AD%CF%81%CE%B1%CF%83%CE%B1%CE%BD%20%CF%84%CE%B9%CF%82%2076,000%20%CE%BF%CE%B9%20%CE%B5%CE%BC%CE%B2%CE%BF%CE%BB%CE%B9%CE%B1%CF%83%CE%BC%CE%BF%CE%AF%20%CE%BA%CE%B1%CF%84%CE%AC%20%CF%84%CE%B7%CF%82%20COVID-19.pdf"
Cyprus,CYP,2/10/2021,,,,,1394,,,,1592,Pfizer/BioNTech,Government of Cyprus,"https://www.pio.gov.cy/coronavirus/uploads/27022021--%CE%9E%CE%B5%CF%80%CE%AD%CF%81%CE%B1%CF%83%CE%B1%CE%BD%20%CF%84%CE%B9%CF%82%2076,000%20%CE%BF%CE%B9%20%CE%B5%CE%BC%CE%B2%CE%BF%CE%BB%CE%B9%CE%B1%CF%83%CE%BC%CE%BF%CE%AF%20%CE%BA%CE%B1%CF%84%CE%AC%20%CF%84%CE%B7%CF%82%20COVID-19.pdf"
Cyprus,CYP,2/11/2021,,,,,1482,,,,1692,Pfizer/BioNTech,Government of Cyprus,"https://www.pio.gov.cy/coronavirus/uploads/27022021--%CE%9E%CE%B5%CF%80%CE%AD%CF%81%CE%B1%CF%83%CE%B1%CE%BD%20%CF%84%CE%B9%CF%82%2076,000%20%CE%BF%CE%B9%20%CE%B5%CE%BC%CE%B2%CE%BF%CE%BB%CE%B9%CE%B1%CF%83%CE%BC%CE%BF%CE%AF%20%CE%BA%CE%B1%CF%84%CE%AC%20%CF%84%CE%B7%CF%82%20COVID-19.pdf"
Cyprus,CYP,2/12/2021,,,,,1569,,,,1791,Pfizer/BioNTech,Government of Cyprus,"https://www.pio.gov.cy/coronavirus/uploads/27022021--%CE%9E%CE%B5%CF%80%CE%AD%CF%81%CE%B1%CF%83%CE%B1%CE%BD%20%CF%84%CE%B9%CF%82%2076,000%20%CE%BF%CE%B9%20%CE%B5%CE%BC%CE%B2%CE%BF%CE%BB%CE%B9%CE%B1%CF%83%CE%BC%CE%BF%CE%AF%20%CE%BA%CE%B1%CF%84%CE%AC%20%CF%84%CE%B7%CF%82%20COVID-19.pdf"
Cyprus,CYP,2/13/2021,44429,29592,14837,,1656,5.07,3.38,1.69,1891,Pfizer/BioNTech,Government of Cyprus,"https://www.pio.gov.cy/coronavirus/uploads/27022021--%CE%9E%CE%B5%CF%80%CE%AD%CF%81%CE%B1%CF%83%CE%B1%CE%BD%20%CF%84%CE%B9%CF%82%2076,000%20%CE%BF%CE%B9%20%CE%B5%CE%BC%CE%B2%CE%BF%CE%BB%CE%B9%CE%B1%CF%83%CE%BC%CE%BF%CE%AF%20%CE%BA%CE%B1%CF%84%CE%AC%20%CF%84%CE%B7%CF%82%20COVID-19.pdf"
Cyprus,CYP,2/14/2021,,,,,1672,,,,1909,Pfizer/BioNTech,Government of Cyprus,"https://www.pio.gov.cy/coronavirus/uploads/27022021--%CE%9E%CE%B5%CF%80%CE%AD%CF%81%CE%B1%CF%83%CE%B1%CE%BD%20%CF%84%CE%B9%CF%82%2076,000%20%CE%BF%CE%B9%20%CE%B5%CE%BC%CE%B2%CE%BF%CE%BB%CE%B9%CE%B1%CF%83%CE%BC%CE%BF%CE%AF%20%CE%BA%CE%B1%CF%84%CE%AC%20%CF%84%CE%B7%CF%82%20COVID-19.pdf"
Cyprus,CYP,2/15/2021,,,,,1687,,,,1926,Pfizer/BioNTech,Government of Cyprus,"https://www.pio.gov.cy/coronavirus/uploads/27022021--%CE%9E%CE%B5%CF%80%CE%AD%CF%81%CE%B1%CF%83%CE%B1%CE%BD%20%CF%84%CE%B9%CF%82%2076,000%20%CE%BF%CE%B9%20%CE%B5%CE%BC%CE%B2%CE%BF%CE%BB%CE%B9%CE%B1%CF%83%CE%BC%CE%BF%CE%AF%20%CE%BA%CE%B1%CF%84%CE%AC%20%CF%84%CE%B7%CF%82%20COVID-19.pdf"
Cyprus,CYP,2/16/2021,,,,,1703,,,,1944,Pfizer/BioNTech,Government of Cyprus,"https://www.pio.gov.cy/coronavirus/uploads/27022021--%CE%9E%CE%B5%CF%80%CE%AD%CF%81%CE%B1%CF%83%CE%B1%CE%BD%20%CF%84%CE%B9%CF%82%2076,000%20%CE%BF%CE%B9%20%CE%B5%CE%BC%CE%B2%CE%BF%CE%BB%CE%B9%CE%B1%CF%83%CE%BC%CE%BF%CE%AF%20%CE%BA%CE%B1%CF%84%CE%AC%20%CF%84%CE%B7%CF%82%20COVID-19.pdf"
Cyprus,CYP,2/17/2021,,,,,1719,,,,1963,Pfizer/BioNTech,Government of Cyprus,"https://www.pio.gov.cy/coronavirus/uploads/27022021--%CE%9E%CE%B5%CF%80%CE%AD%CF%81%CE%B1%CF%83%CE%B1%CE%BD%20%CF%84%CE%B9%CF%82%2076,000%20%CE%BF%CE%B9%20%CE%B5%CE%BC%CE%B2%CE%BF%CE%BB%CE%B9%CE%B1%CF%83%CE%BC%CE%BF%CE%AF%20%CE%BA%CE%B1%CF%84%CE%AC%20%CF%84%CE%B7%CF%82%20COVID-19.pdf"
Cyprus,CYP,2/18/2021,,,,,1735,,,,1981,Pfizer/BioNTech,Government of Cyprus,"https://www.pio.gov.cy/coronavirus/uploads/27022021--%CE%9E%CE%B5%CF%80%CE%AD%CF%81%CE%B1%CF%83%CE%B1%CE%BD%20%CF%84%CE%B9%CF%82%2076,000%20%CE%BF%CE%B9%20%CE%B5%CE%BC%CE%B2%CE%BF%CE%BB%CE%B9%CE%B1%CF%83%CE%BC%CE%BF%CE%AF%20%CE%BA%CE%B1%CF%84%CE%AC%20%CF%84%CE%B7%CF%82%20COVID-19.pdf"
Cyprus,CYP,2/19/2021,,,,,1750,,,,1998,Pfizer/BioNTech,Government of Cyprus,"https://www.pio.gov.cy/coronavirus/uploads/27022021--%CE%9E%CE%B5%CF%80%CE%AD%CF%81%CE%B1%CF%83%CE%B1%CE%BD%20%CF%84%CE%B9%CF%82%2076,000%20%CE%BF%CE%B9%20%CE%B5%CE%BC%CE%B2%CE%BF%CE%BB%CE%B9%CE%B1%CF%83%CE%BC%CE%BF%CE%AF%20%CE%BA%CE%B1%CF%84%CE%AC%20%CF%84%CE%B7%CF%82%20COVID-19.pdf"
Cyprus,CYP,2/20/2021,56791,37570,19221,,1766,6.48,4.29,2.19,2016,Pfizer/BioNTech,Government of Cyprus,"https://www.pio.gov.cy/coronavirus/uploads/27022021--%CE%9E%CE%B5%CF%80%CE%AD%CF%81%CE%B1%CF%83%CE%B1%CE%BD%20%CF%84%CE%B9%CF%82%2076,000%20%CE%BF%CE%B9%20%CE%B5%CE%BC%CE%B2%CE%BF%CE%BB%CE%B9%CE%B1%CF%83%CE%BC%CE%BF%CE%AF%20%CE%BA%CE%B1%CF%84%CE%AC%20%CF%84%CE%B7%CF%82%20COVID-19.pdf"
Cyprus,CYP,2/21/2021,,,,,1884,,,,2151,Pfizer/BioNTech,Government of Cyprus,"https://www.pio.gov.cy/coronavirus/uploads/27022021--%CE%9E%CE%B5%CF%80%CE%AD%CF%81%CE%B1%CF%83%CE%B1%CE%BD%20%CF%84%CE%B9%CF%82%2076,000%20%CE%BF%CE%B9%20%CE%B5%CE%BC%CE%B2%CE%BF%CE%BB%CE%B9%CE%B1%CF%83%CE%BC%CE%BF%CE%AF%20%CE%BA%CE%B1%CF%84%CE%AC%20%CF%84%CE%B7%CF%82%20COVID-19.pdf"
Cyprus,CYP,2/22/2021,,,,,2002,,,,2286,Pfizer/BioNTech,Government of Cyprus,"https://www.pio.gov.cy/coronavirus/uploads/27022021--%CE%9E%CE%B5%CF%80%CE%AD%CF%81%CE%B1%CF%83%CE%B1%CE%BD%20%CF%84%CE%B9%CF%82%2076,000%20%CE%BF%CE%B9%20%CE%B5%CE%BC%CE%B2%CE%BF%CE%BB%CE%B9%CE%B1%CF%83%CE%BC%CE%BF%CE%AF%20%CE%BA%CE%B1%CF%84%CE%AC%20%CF%84%CE%B7%CF%82%20COVID-19.pdf"
Cyprus,CYP,2/23/2021,64562,44239,20323,,2119,7.37,5.05,2.32,2419,Pfizer/BioNTech,Government of Cyprus,"https://www.pio.gov.cy/coronavirus/uploads/27022021--%CE%9E%CE%B5%CF%80%CE%AD%CF%81%CE%B1%CF%83%CE%B1%CE%BD%20%CF%84%CE%B9%CF%82%2076,000%20%CE%BF%CE%B9%20%CE%B5%CE%BC%CE%B2%CE%BF%CE%BB%CE%B9%CE%B1%CF%83%CE%BC%CE%BF%CE%AF%20%CE%BA%CE%B1%CF%84%CE%AC%20%CF%84%CE%B7%CF%82%20COVID-19.pdf"
Cyprus,CYP,2/24/2021,,,,,2420,,,,2763,Pfizer/BioNTech,Government of Cyprus,"https://www.pio.gov.cy/coronavirus/uploads/27022021--%CE%9E%CE%B5%CF%80%CE%AD%CF%81%CE%B1%CF%83%CE%B1%CE%BD%20%CF%84%CE%B9%CF%82%2076,000%20%CE%BF%CE%B9%20%CE%B5%CE%BC%CE%B2%CE%BF%CE%BB%CE%B9%CE%B1%CF%83%CE%BC%CE%BF%CE%AF%20%CE%BA%CE%B1%CF%84%CE%AC%20%CF%84%CE%B7%CF%82%20COVID-19.pdf"
Cyprus,CYP,2/25/2021,,,,,2721,,,,3107,Pfizer/BioNTech,Government of Cyprus,"https://www.pio.gov.cy/coronavirus/uploads/27022021--%CE%9E%CE%B5%CF%80%CE%AD%CF%81%CE%B1%CF%83%CE%B1%CE%BD%20%CF%84%CE%B9%CF%82%2076,000%20%CE%BF%CE%B9%20%CE%B5%CE%BC%CE%B2%CE%BF%CE%BB%CE%B9%CE%B1%CF%83%CE%BC%CE%BF%CE%AF%20%CE%BA%CE%B1%CF%84%CE%AC%20%CF%84%CE%B7%CF%82%20COVID-19.pdf"
Cyprus,CYP,2/26/2021,76176,53617,22559,,3022,8.7,6.12,2.58,3450,Pfizer/BioNTech,Government of Cyprus,"https://www.pio.gov.cy/coronavirus/uploads/27022021--%CE%9E%CE%B5%CF%80%CE%AD%CF%81%CE%B1%CF%83%CE%B1%CE%BD%20%CF%84%CE%B9%CF%82%2076,000%20%CE%BF%CE%B9%20%CE%B5%CE%BC%CE%B2%CE%BF%CE%BB%CE%B9%CE%B1%CF%83%CE%BC%CE%BF%CE%AF%20%CE%BA%CE%B1%CF%84%CE%AC%20%CF%84%CE%B7%CF%82%20COVID-19.pdf"
Czechia,CZE,12/27/2020,1262,1262,,,,0.01,0.01,,,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia,CZE,12/28/2020,3552,3552,,2290,2290,0.03,0.03,,214,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia,CZE,12/29/2020,7012,7012,,3460,2875,0.07,0.07,,268,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia,CZE,12/30/2020,10485,10485,,3473,3074,0.1,0.1,,287,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia,CZE,12/31/2020,11798,11798,,1313,2634,0.11,0.11,,246,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia,CZE,1/1/2021,12060,12060,,262,2160,0.11,0.11,,202,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia,CZE,1/2/2021,13317,13317,,1257,2009,0.12,0.12,,188,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia,CZE,1/3/2021,14234,14234,,917,1853,0.13,0.13,,173,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia,CZE,1/4/2021,17807,17807,,3573,2036,0.17,0.17,,190,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia,CZE,1/5/2021,22326,22326,,4519,2188,0.21,0.21,,204,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia,CZE,1/6/2021,28147,28147,,5821,2523,0.26,0.26,,236,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia,CZE,1/7/2021,36115,36115,,7968,3474,0.34,0.34,,324,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia,CZE,1/8/2021,46078,46078,,9963,4860,0.43,0.43,,454,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia,CZE,1/9/2021,48082,48082,,2004,4966,0.45,0.45,,464,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia,CZE,1/10/2021,49802,49802,,1720,5081,0.47,0.47,,474,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia,CZE,1/11/2021,59579,59579,,9777,5967,0.56,0.56,,557,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia,CZE,1/12/2021,72976,72976,,13397,7236,0.68,0.68,,676,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia,CZE,1/13/2021,86465,86465,,13489,8331,0.81,0.81,,778,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia,CZE,1/14/2021,101604,101604,,15139,9356,0.95,0.95,,874,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia,CZE,1/15/2021,115508,115508,,13904,9919,1.08,1.08,,926,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia,CZE,1/16/2021,118877,118877,,3369,10114,1.11,1.11,,944,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia,CZE,1/17/2021,121955,121324,631,3078,10308,1.14,1.13,0.01,963,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia,CZE,1/18/2021,136199,133778,2421,14244,10946,1.27,1.25,0.02,1022,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia,CZE,1/19/2021,151236,146125,5111,15037,11180,1.41,1.36,0.05,1044,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia,CZE,1/20/2021,167321,159592,7729,16085,11551,1.56,1.49,0.07,1079,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia,CZE,1/21/2021,184393,174950,9443,17072,11827,1.72,1.63,0.09,1104,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia,CZE,1/22/2021,200038,189565,10473,15645,12076,1.87,1.77,0.1,1128,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia,CZE,1/23/2021,204115,192781,11334,4077,12177,1.91,1.8,0.11,1137,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia,CZE,1/24/2021,207208,195014,12194,3093,12179,1.93,1.82,0.11,1137,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia,CZE,1/25/2021,219712,204595,15117,12504,11930,2.05,1.91,0.14,1114,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia,CZE,1/26/2021,234130,215065,19065,14418,11842,2.19,2.01,0.18,1106,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia,CZE,1/27/2021,247588,224049,23539,13458,11467,2.31,2.09,0.22,1071,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia,CZE,1/28/2021,260674,231064,29610,13086,10897,2.43,2.16,0.28,1018,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia,CZE,1/29/2021,274579,237216,37363,13905,10649,2.56,2.22,0.35,994,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia,CZE,1/30/2021,276370,237931,38439,1791,10322,2.58,2.22,0.36,964,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia,CZE,1/31/2021,278194,238627,39567,1824,10141,2.6,2.23,0.37,947,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia,CZE,2/1/2021,289718,242357,47361,11524,10001,2.71,2.26,0.44,934,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia,CZE,2/2/2021,303906,246424,57482,14188,9968,2.84,2.3,0.54,931,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia,CZE,2/3/2021,319111,250718,68393,15205,10218,2.98,2.34,0.64,954,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia,CZE,2/4/2021,336780,255566,81214,17669,10872,3.14,2.39,0.76,1015,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia,CZE,2/5/2021,352656,260896,91760,15876,11154,3.29,2.44,0.86,1042,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia,CZE,2/6/2021,355798,261730,94068,3142,11347,3.32,2.44,0.88,1060,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia,CZE,2/7/2021,358941,262555,96386,3143,11535,3.35,2.45,0.9,1077,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia,CZE,2/8/2021,374092,266434,107658,15151,12053,3.49,2.49,1.01,1126,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia,CZE,2/9/2021,390875,271406,119469,16783,12424,3.65,2.53,1.12,1160,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia,CZE,2/10/2021,409276,276775,132501,18401,12881,3.82,2.58,1.24,1203,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia,CZE,2/11/2021,431252,282870,148382,21976,13496,4.03,2.64,1.39,1260,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia,CZE,2/12/2021,452083,289231,162852,20831,14204,4.22,2.7,1.52,1326,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia,CZE,2/13/2021,456514,290727,165787,4431,14388,4.26,2.71,1.55,1344,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia,CZE,2/14/2021,458856,291708,167148,2342,14274,4.28,2.72,1.56,1333,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia,CZE,2/15/2021,474187,297826,176361,15331,14299,4.43,2.78,1.65,1335,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia,CZE,2/16/2021,491183,306164,185019,16996,14330,4.59,2.86,1.73,1338,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia,CZE,2/17/2021,508583,315494,193089,17400,14187,4.75,2.95,1.8,1325,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia,CZE,2/18/2021,528321,327449,200872,19738,13867,4.93,3.06,1.88,1295,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
Czechia,CZE,2/19/2021,546795,338820,207975,18474,13530,5.11,3.16,1.94,1263,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
